algo,variant,group,seed,occupancy,uptime,sync,efficiency,Occupancy Percentage,scenario
itrpo,TFM_GAMMA95,itrpo-TFM_GAMMA95,run22,-0.10993380684335541,0.3663336322394394,0.056523164404222,0.22277142742102327,4.397749906935425,tfm_gamma95
matrpo,TFM_GAMMA95,matrpo-TFM_GAMMA95,run23,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_gamma95
itrpo,TFM_GAMMA95,itrpo-TFM_GAMMA95,run24,-0.10993380684335541,0.3663336322394394,0.056523164404222,0.22277142742102324,4.397749906935425,tfm_gamma95
ippo,TFM_GAMMA95,ippo-TFM_GAMMA95,run23,-0.09660040400580161,0.31909841418557794,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_gamma95
maa2c,TFM_GAMMA95,maa2c-TFM_GAMMA95,run28,-0.10830351363741156,0.3625607018402121,0.06056294041857094,0.13365694363387662,3.858028417242741,tfm_gamma95
happo,TFM_GAMMA95,happo-TFM_GAMMA95,run26,-0.2856378405808353,0.9910687851456182,0.18110758107919575,0.8718241658334511,15.373458809283571,tfm_gamma95
matrpo,TFM_GAMMA95,matrpo-TFM_GAMMA95,run21,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_gamma95
ippo,TFM_GAMMA95,ippo-TFM_GAMMA95,run21,-0.09660040400580162,0.31909841418557794,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_gamma95
hatrpo,TFM_GAMMA95,hatrpo-TFM_GAMMA95,run22,-0.0639538381774894,0.21662885579346058,0.03330310289877666,0.1409684835080325,2.9109969538622495,tfm_gamma95
hatrpo,TFM_GAMMA95,hatrpo-TFM_GAMMA95,run23,-0.07915380290488493,0.2721735856493616,0.039259873052443744,0.17976912366346362,3.993533689229446,tfm_gamma95
maa2c,TFM_GAMMA95,maa2c-TFM_GAMMA95,run24,-0.10830351363741157,0.3625607018402121,0.060562940418570944,0.13365694363387662,3.858028417242741,tfm_gamma95
ippo,TFM_GAMMA95,ippo-TFM_GAMMA95,run24,-0.09660040400580161,0.31909841418557794,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_gamma95
maa2c,TFM_GAMMA95,maa2c-TFM_GAMMA95,run25,-0.10905184114239025,0.3650089529187773,0.060964273598594305,0.13453885587405232,3.8773394200619484,tfm_gamma95
hatrpo,TFM_GAMMA95,hatrpo-TFM_GAMMA95,run21,-0.08721903433181376,0.2986840385356738,0.04560911177733509,0.19580272475524457,4.175647369788179,tfm_gamma95
ia2c,TFM_GAMMA95,ia2c-TFM_GAMMA95,run30,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_gamma95
mappo,TFM_GAMMA95,mappo-TFM_GAMMA95,run27,-0.09780312575970095,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_gamma95
matrpo,TFM_GAMMA95,matrpo-TFM_GAMMA95,run25,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_gamma95
mappo,TFM_GAMMA95,mappo-TFM_GAMMA95,run30,-0.09780312575970096,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_gamma95
mappo,TFM_GAMMA95,mappo-TFM_GAMMA95,run28,-0.09780312575970095,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_gamma95
happo,TFM_GAMMA95,happo-TFM_GAMMA95,run30,-0.28584560408605497,0.991069199895162,0.18163338573620927,0.8717817924085293,15.316285990575661,tfm_gamma95
mappo,TFM_GAMMA95,mappo-TFM_GAMMA95,run29,-0.09780312575970096,0.3217901413020982,0.03680458215268336,0.13465974596988467,3.1450574108386937,tfm_gamma95
mappo,TFM_GAMMA95,mappo-TFM_GAMMA95,run26,-0.09780312575970095,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_gamma95
happo,TFM_GAMMA95,happo-TFM_GAMMA95,run29,-0.28577259003423794,0.9910678713246456,0.18090653563293932,0.871874368237466,15.320071523154121,tfm_gamma95
ia2c,TFM_GAMMA95,ia2c-TFM_GAMMA95,run29,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_gamma95
maa2c,TFM_GAMMA95,maa2c-TFM_GAMMA95,run26,-0.10830351363741156,0.3625607018402121,0.06056294041857094,0.13365694363387662,3.858028417242741,tfm_gamma95
hatrpo,TFM_GAMMA95,hatrpo-TFM_GAMMA95,run24,-0.07503524204832537,0.2569671606679752,0.039788479112643126,0.17063831654114597,3.6913314613412647,tfm_gamma95
hatrpo,TFM_GAMMA95,hatrpo-TFM_GAMMA95,run25,-0.08694728142183453,0.2968552329440473,0.04391835033571255,0.19737866949119526,4.283754987462148,tfm_gamma95
matrpo,TFM_GAMMA95,matrpo-TFM_GAMMA95,run22,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_gamma95
