#{"t_start": 1749318088.2601073, "env_id": "None"}
r,l,t
-100000.0,1,10.316559
-100000.0,1,10.324019
-100000.0,1,10.327515
-100000.0,1,10.332688
-100000.0,1,10.336746
-100000.0,1,10.339817
-100000.0,1,10.343952
-100000.0,1,10.347774
-100000.0,1,10.3537
-100000.0,1,10.359085
-100000.0,1,10.363495
-100000.0,1,10.365783
-100000.0,1,10.373058
-100000.0,1,10.379258
-100000.0,1,10.383508
-100000.0,1,10.38992
-100000.0,1,10.394316
-100000.0,1,10.399335
-100000.0,1,10.401425
-100000.0,1,10.406052
-100000.0,1,10.410716
-100000.0,1,10.416456
-100000.0,1,10.421101
-100000.0,1,10.426529
-100000.0,1,10.432952
-100000.0,1,10.436858
-100000.0,1,10.441495
-100000.0,1,10.443154
-100000.0,1,10.449153
-100000.0,1,10.452361
-100000.0,1,10.456032
-100000.0,1,10.458412
-100000.0,1,10.463678
-707495.993065,2,10.467482
-100000.0,1,10.472941
-100000.0,1,10.47789
-100000.0,1,10.486232
-100000.0,1,10.488802
-100000.0,1,10.49105
-100000.0,1,10.495206
-100000.0,1,10.500909
-100000.0,1,10.503971
-100000.0,1,10.509804
-100000.0,1,10.512446
-100000.0,1,10.518165
-100000.0,1,10.522726
-100000.0,1,10.525398
-100000.0,1,10.529055
-100000.0,1,10.53589
-100000.0,1,10.540419
-100000.0,1,10.543542
-100000.0,1,10.548769
-100000.0,1,10.554066
-100000.0,1,10.557322
-100000.0,1,10.560102
-100000.0,1,10.562821
-100000.0,1,10.569528
-100000.0,1,10.574912
-100000.0,1,10.579528
-100000.0,1,10.584162
-100000.0,1,10.591914
-100000.0,1,10.595889
-100000.0,1,10.600282
-100000.0,1,10.605422
-100000.0,1,10.611056
-100000.0,1,10.614906
-2870213.701191,4,10.619006
-100000.0,1,10.621065
-100000.0,1,10.624772
-100000.0,1,10.630687
-100000.0,1,10.634862
-824867.907271,3,10.639426
-949017.573271,2,10.643583
-100000.0,1,10.645903
-947134.422218,2,10.653815
-100000.0,1,10.656263
-100000.0,1,10.661478
-100000.0,1,10.665434
-100000.0,1,10.66723
-100000.0,1,10.671145
-100000.0,1,10.675122
-100000.0,1,10.68001
-100000.0,1,10.684837
-100000.0,1,10.688431
-100000.0,1,10.694529
-552979.809893,2,10.701096
-100000.0,1,10.704992
-100000.0,1,10.708109
-100000.0,1,10.714499
-100000.0,1,10.718922
-100000.0,1,10.721576
-100000.0,1,10.726203
-100000.0,1,10.73356
-100000.0,1,10.736807
-100000.0,1,10.739333
-100000.0,1,10.74223
-100000.0,1,10.751971
-100000.0,1,10.756178
-100000.0,1,10.759743
-100000.0,1,10.762053
-100000.0,1,10.769047
-100000.0,1,10.771126
-100000.0,1,10.777046
-100000.0,1,10.77968
-100000.0,1,10.786021
-100000.0,1,10.788265
-100000.0,1,10.790623
-100000.0,1,10.794224
-100000.0,1,10.801613
-100000.0,1,10.804084
-100000.0,1,10.808961
-100000.0,1,10.815201
-100000.0,1,10.821432
-100000.0,1,10.825128
-100000.0,1,10.82861
-100000.0,1,10.833984
-100000.0,1,10.841957
-100000.0,1,10.847392
-100000.0,1,10.852769
-100000.0,1,10.858517
-100000.0,1,10.867018
-100000.0,1,10.869055
-530287.887538,2,10.871762
-100000.0,1,10.876854
-100000.0,1,10.882486
-100000.0,1,10.886118
-100000.0,1,10.889118
-488887.331861,2,10.89396
-100000.0,1,10.902992
-100000.0,1,10.906681
-100000.0,1,10.911583
-100000.0,1,10.915156
-100000.0,1,10.924498
-100000.0,1,10.926895
-100000.0,1,10.930567
-100000.0,1,10.935441
-100000.0,1,10.940866
-100000.0,1,10.944118
-100000.0,1,10.948902
-1674879.992194,2,10.952133
-100000.0,1,10.958019
-100000.0,1,10.964022
-100000.0,1,10.9658
-100000.0,1,10.970514
-100000.0,1,10.976508
-100000.0,1,10.980739
-100000.0,1,10.98372
-100000.0,1,10.987454
-100000.0,1,10.995271
-100000.0,1,11.002177
-100000.0,1,11.005612
-100000.0,1,11.008238
-100000.0,1,11.013827
-100000.0,1,11.021505
-100000.0,1,11.026145
-100000.0,1,11.028384
-100000.0,1,11.03527
-100000.0,1,11.040812
-100000.0,1,11.042763
-100000.0,1,11.045702
-100000.0,1,11.050864
-100000.0,1,11.055868
-100000.0,1,11.058648
-100000.0,1,11.060482
-100000.0,1,11.068175
-100000.0,1,11.075866
-100000.0,1,11.079394
-100000.0,1,11.081746
-100000.0,1,11.085758
-100000.0,1,11.089406
-100000.0,1,11.092026
-100000.0,1,11.096851
-100000.0,1,11.10364
-6974346.147451,2,11.107744
-100000.0,1,11.115304
-100000.0,1,11.117074
-100000.0,1,11.123969
-100000.0,1,11.126639
-902933.108147,2,11.129994
-100000.0,1,11.135854
-100000.0,1,11.142772
-100000.0,1,11.145133
-100000.0,1,11.148782
-100000.0,1,11.152525
-100000.0,1,11.156621
-100000.0,1,11.160297
-100000.0,1,11.163416
-100000.0,1,11.167178
-100000.0,1,11.171053
-100000.0,1,11.173414
-100000.0,1,11.178507
-100000.0,1,11.184379
-100000.0,1,11.18946
-100000.0,1,11.19187
-100000.0,1,11.197262
-100000.0,1,11.203349
-100000.0,1,11.208714
-100000.0,1,11.212036
-100000.0,1,11.215372
-1747303.95214,2,11.219815
-100000.0,1,11.226495
-100000.0,1,11.229984
-100000.0,1,11.233266
-100000.0,1,11.238361
-100000.0,1,11.244386
-100000.0,1,11.249386
-100000.0,1,11.254308
-100000.0,1,11.259387
-100000.0,1,11.263718
-100000.0,1,11.267676
-100000.0,1,11.272685
-100000.0,1,11.277721
-100000.0,1,11.28154
-100000.0,1,11.283186
-100000.0,1,11.287802
-100000.0,1,11.290809
-100000.0,1,11.300791
-100000.0,1,11.303645
-100000.0,1,11.307937
-100000.0,1,11.312058
-100000.0,1,11.31661
-100000.0,1,11.319607
-100000.0,1,11.323336
-100000.0,1,11.3283
-100000.0,1,11.332511
-100000.0,1,11.334934
-170247.02252,3,11.340436
-100000.0,1,11.346855
-100000.0,1,11.353639
-807706.052115,2,11.355534
-1593824.524597,2,11.360047
-100000.0,1,11.36375
-100000.0,1,11.367836
-100000.0,1,11.371503
-100000.0,1,11.37497
-100000.0,1,11.381096
-100000.0,1,11.386869
-100000.0,1,11.389551
-100000.0,1,11.392985
-100000.0,1,11.398157
-100000.0,1,11.403034
-100000.0,1,11.406394
-100000.0,1,11.411288
-100000.0,1,11.413694
-100000.0,1,11.422886
-100000.0,1,11.427053
-100000.0,1,11.431414
-100000.0,1,11.435953
-100000.0,1,11.442894
-100000.0,1,11.450249
-100000.0,1,11.453849
-100000.0,1,11.459189
-100000.0,1,11.465105
-100000.0,1,11.467038
-100000.0,1,11.477733
-100000.0,1,11.482322
-100000.0,1,11.490236
-100000.0,1,11.492905
-100000.0,1,11.498088
-100000.0,1,11.50259
-100000.0,1,11.508492
-100000.0,1,11.512519
-100000.0,1,11.516448
-100000.0,1,11.520341
-100000.0,1,11.523941
-100000.0,1,11.526036
-100000.0,1,11.52986
-100000.0,1,11.534396
-100000.0,1,11.540058
-100000.0,1,11.542045
-100000.0,1,11.547835
-100000.0,1,11.553664
-100000.0,1,11.557976
-100000.0,1,11.560309
-2058872.020787,2,11.564898
-100000.0,1,11.570508
-100000.0,1,11.575677
-100000.0,1,11.582237
-100000.0,1,11.58439
-100000.0,1,11.590153
-100000.0,1,11.593949
-100000.0,1,11.597825
-100000.0,1,11.601319
-100000.0,1,11.60568
-100000.0,1,11.611067
-100000.0,1,11.616207
-100000.0,1,11.619188
-100000.0,1,11.622192
-100000.0,1,11.62619
-100000.0,1,11.629906
-100000.0,1,11.63324
-100000.0,1,11.637686
-100000.0,1,11.642833
-100000.0,1,11.647413
-100000.0,1,11.650483
-100000.0,1,11.657004
-100000.0,1,11.664456
-100000.0,1,11.668589
-100000.0,1,11.672766
-100000.0,1,11.675006
-100000.0,1,11.683105
-100000.0,1,11.689093
-100000.0,1,11.691953
-100000.0,1,11.694811
-100000.0,1,11.698601
-100000.0,1,11.702822
-13751341.03417,7,11.709
-100000.0,1,11.719733
-100000.0,1,11.725899
-100000.0,1,11.731114
-100000.0,1,11.734248
-100000.0,1,11.738789
-100000.0,1,11.743139
-3152843.769848,5,11.751221
-100000.0,1,11.757224
-100000.0,1,11.762319
-100000.0,1,11.768221
-100000.0,1,11.772478
-100000.0,1,11.775771
-100000.0,1,11.781309
-100000.0,1,11.786637
-100000.0,1,11.791089
-100000.0,1,11.794034
-100000.0,1,11.801365
-100000.0,1,11.807787
-733693.329598,2,11.81122
-100000.0,1,11.815405
-100000.0,1,11.818132
-100000.0,1,11.822856
-100000.0,1,11.830409
-100000.0,1,11.835403
-100000.0,1,11.838331
-534581.905554,2,11.846241
-100000.0,1,11.850777
-100000.0,1,11.852697
-100000.0,1,11.855337
-100000.0,1,11.859094
-100000.0,1,11.865363
-100000.0,1,11.870663
-12895281.832793,18,11.880666
-400007.106117,2,11.88732
-100000.0,1,11.892032
-100000.0,1,11.89425
-100000.0,1,11.899146
-100000.0,1,11.903061
-100000.0,1,11.906084
-100000.0,1,11.908307
-4888225.717586,8,11.914533
-100000.0,1,11.92258
-100000.0,1,11.925137
-100000.0,1,11.930079
-100000.0,1,11.932487
-100000.0,1,11.939898
-2008039.9009,2,11.947035
-100000.0,1,11.95252
-3117431.578225,4,11.957897
-100000.0,1,11.964649
-100000.0,1,11.970636
-100000.0,1,11.973369
-100000.0,1,11.97572
-100000.0,1,11.985482
-100000.0,1,11.991117
-100000.0,1,11.993941
-100000.0,1,11.996141
-100000.0,1,12.002294
-3857524.830844,2,12.006444
-3152843.769848,5,12.012113
-100000.0,1,12.017109
-100000.0,1,12.022125
-100000.0,1,12.027263
-100000.0,1,12.029389
-100000.0,1,12.033854
-100000.0,1,12.038785
-100000.0,1,12.044914
-100000.0,1,12.046621
-100000.0,1,12.051295
-100000.0,1,12.05534
-100000.0,1,12.057196
-100000.0,1,12.06381
-100000.0,1,12.070112
-100000.0,1,12.077285
-100000.0,1,12.079551
-100000.0,1,12.083319
-15171112.485237,25,12.09831
-19698154.343749,35,12.119966
-54574068.549469,33,12.139007
-100000.0,1,12.141741
-100000.0,1,12.145913
-100000.0,1,12.149869
-579266.316037,2,12.157633
-12249621.161522,16,12.168516
-86603640.841187,53,12.197775
-100000.0,1,12.202714
-100000.0,1,12.207892
-100000.0,1,12.210912
-115317.671412,2,12.214427
-100000.0,1,12.223164
-100000.0,1,12.225704
-100000.0,1,12.229025
-745999.031685,3,12.23452
-100000.0,1,12.23959
-100000.0,1,12.24188
-100000.0,1,12.248981
-13215425.068797,6,12.257864
-100000.0,1,12.262351
-100000.0,1,12.268712
-100000.0,1,12.270673
-100000.0,1,12.276014
-100000.0,1,12.282008
-100000.0,1,12.286375
-100000.0,1,12.288435
-100000.0,1,12.295795
-100000.0,1,12.300304
-100000.0,1,12.305363
-100000.0,1,12.3081
-100000.0,1,12.311328
-100000.0,1,12.316667
-100000.0,1,12.324496
-100000.0,1,12.329948
-100000.0,1,12.332362
-100000.0,1,12.337112
-100000.0,1,12.340785
-100000.0,1,12.346175
-100000.0,1,12.348938
-1712576.226845,2,12.355072
-100000.0,1,12.35786
-100000.0,1,12.3643
-100000.0,1,12.366065
-100000.0,1,12.374195
-100000.0,1,12.380477
-100000.0,1,12.384518
-3280568.491264,8,12.391289
-439010.733234,2,12.398161
-100000.0,1,12.401155
-100000.0,1,12.403963
-100000.0,1,12.407234
-100000.0,1,12.41307
-100000.0,1,12.416525
-100000.0,1,12.418846
-100000.0,1,12.421418
-100000.0,1,12.428843
-100000.0,1,12.431517
-100000.0,1,12.437366
-100000.0,1,12.440472
-100000.0,1,12.447705
-100000.0,1,12.45301
-100000.0,1,12.45947
-100000.0,1,12.463964
-100000.0,1,12.469905
-100000.0,1,12.473555
-100000.0,1,12.47659
-100000.0,1,12.480326
-100000.0,1,12.487899
-1852563.090938,6,12.494448
-100000.0,1,12.496831
-100000.0,1,12.50299
-100000.0,1,12.508919
-100000.0,1,12.511901
-100000.0,1,12.514641
-100000.0,1,12.518303
-100000.0,1,12.52372
-100000.0,1,12.531416
-100000.0,1,12.534394
-100000.0,1,12.538722
-100000.0,1,12.543551
-100000.0,1,12.547278
-100000.0,1,12.554033
-100000.0,1,12.55884
-100000.0,1,12.564057
-100000.0,1,12.568295
-100000.0,1,12.570973
-100000.0,1,12.575229
-100000.0,1,12.580942
-100000.0,1,12.585868
-100000.0,1,12.587677
-100000.0,1,12.594879
-100000.0,1,12.599227
-100000.0,1,12.601342
-100000.0,1,12.606595
-100000.0,1,12.611759
-100000.0,1,12.619022
-100000.0,1,12.62133
-100000.0,1,12.623522
-100000.0,1,12.62814
-100000.0,1,12.635785
-100000.0,1,12.639037
-100000.0,1,12.641706
-100000.0,1,12.649549
-100000.0,1,12.655882
-100000.0,1,12.658875
-100000.0,1,12.662747
-100000.0,1,12.666651
-100000.0,1,12.673301
-100000.0,1,12.676993
-100000.0,1,12.679511
-100000.0,1,12.682873
-100000.0,1,12.690184
-100000.0,1,12.692578
-100000.0,1,12.694484
-100000.0,1,12.700974
-100000.0,1,12.709645
-100000.0,1,12.712492
-100000.0,1,12.715593
-100000.0,1,12.722986
-100000.0,1,12.729276
-100000.0,1,12.736586
-100000.0,1,12.738906
-100000.0,1,12.74355
-100000.0,1,12.749151
-100000.0,1,12.753723
-100000.0,1,12.756941
-100000.0,1,12.764946
-100000.0,1,12.771748
-100000.0,1,12.777099
-100000.0,1,12.77967
-100000.0,1,12.784676
-100000.0,1,12.792939
-100000.0,1,12.79482
-100000.0,1,12.799143
-100000.0,1,12.802427
-100000.0,1,12.806961
-100000.0,1,12.809098
-100000.0,1,12.814246
-100000.0,1,12.818781
-100000.0,1,12.82343
-100000.0,1,12.82551
-100000.0,1,12.828987
-100000.0,1,12.834046
-100000.0,1,12.842963
-100000.0,1,12.846314
-100000.0,1,12.849586
-100000.0,1,12.854053
-100000.0,1,12.860166
-100000.0,1,12.865912
-100000.0,1,12.868395
-100000.0,1,12.871868
-100000.0,1,12.879359
-100000.0,1,12.884462
-100000.0,1,12.888162
-100000.0,1,12.89407
-100000.0,1,12.899314
-100000.0,1,12.903993
-100000.0,1,12.906623
-100000.0,1,12.910586
-100000.0,1,12.91527
-100000.0,1,12.920499
-100000.0,1,12.922092
-100000.0,1,12.929356
-100000.0,1,12.936572
-100000.0,1,12.941368
-100000.0,1,12.944378
-100000.0,1,12.948765
-100000.0,1,12.954445
-100000.0,1,12.956995
-100000.0,1,12.95961
-100000.0,1,12.968206
-100000.0,1,12.976297
-100000.0,1,12.980489
-100000.0,1,12.98341
-100000.0,1,12.987456
-100000.0,1,12.992787
-100000.0,1,12.998373
-100000.0,1,13.000003
-100000.0,1,13.00399
-100000.0,1,13.008063
-100000.0,1,13.009709
-100000.0,1,13.013435
-100000.0,1,13.020025
-100000.0,1,13.025668
-100000.0,1,13.02854
-100000.0,1,13.031668
-100000.0,1,13.036364
-100000.0,1,13.043556
-100000.0,1,13.04699
-100000.0,1,13.051494
-100000.0,1,13.056353
-100000.0,1,13.061805
-100000.0,1,13.06419
-100000.0,1,13.070285
-100000.0,1,13.073955
-100000.0,1,13.080633
-100000.0,1,13.082733
-100000.0,1,13.087223
-100000.0,1,13.091744
-100000.0,1,13.096454
-100000.0,1,13.103031
-100000.0,1,13.110328
-100000.0,1,13.115984
-100000.0,1,13.120921
-100000.0,1,13.125247
-100000.0,1,13.128906
-100000.0,1,13.13301
-100000.0,1,13.137479
-100000.0,1,13.14088
-100000.0,1,13.144209
-100000.0,1,13.150145
-100000.0,1,13.154675
-100000.0,1,13.158368
-100000.0,1,13.161313
-100000.0,1,13.166436
-100000.0,1,13.172417
-100000.0,1,13.1745
-100000.0,1,13.176734
-100000.0,1,13.181688
-100000.0,1,13.189755
-100000.0,1,13.193849
-100000.0,1,13.199226
-100000.0,1,13.205282
-100000.0,1,13.210512
-100000.0,1,13.213337
-100000.0,1,13.216258
-2388953.397292,2,13.22179
-100000.0,1,13.225609
-100000.0,1,13.228267
-32473776.077675,15,13.243789
-100000.0,1,13.246316
-100000.0,1,13.256547
-100000.0,1,13.258733
-100000.0,1,13.262523
-1403219.304067,3,13.270702
-8804469.225936,5,13.280819
-100000.0,1,13.284104
-100000.0,1,13.287444
-100000.0,1,13.291413
-100000.0,1,13.295504
-100000.0,1,13.30011
-100000.0,1,13.307545
-100000.0,1,13.311699
-100000.0,1,13.315688
-100000.0,1,13.318805
-100000.0,1,13.322211
-100000.0,1,13.324331
-100000.0,1,13.33016
-100000.0,1,13.332032
-100000.0,1,13.337787
-100000.0,1,13.339731
-100000.0,1,13.34424
-100000.0,1,13.347403
-100000.0,1,13.352476
-100000.0,1,13.358663
-100000.0,1,13.363723
-100000.0,1,13.368032
-100000.0,1,13.373537
-100000.0,1,13.379698
-100000.0,1,13.387048
-100000.0,1,13.391204
-100000.0,1,13.398156
-100000.0,1,13.403353
-100000.0,1,13.409012
-100000.0,1,13.413089
-100000.0,1,13.417453
-424505.761081,2,13.422276
-100000.0,1,13.426608
-100000.0,1,13.430485
-100000.0,1,13.435121
-7478084.678297,3,13.441042
-100000.0,1,13.44523
-100000.0,1,13.447325
-100000.0,1,13.449066
-100000.0,1,13.453547
-100000.0,1,13.458692
-100000.0,1,13.461098
-100000.0,1,13.464841
-100000.0,1,13.469301
-100000.0,1,13.476524
-100000.0,1,13.480284
-100000.0,1,13.48419
-100000.0,1,13.489678
-100000.0,1,13.493921
-1029743.69062,2,13.501941
-100000.0,1,13.512999
-645906.70833,2,13.516143
-100000.0,1,13.522032
-100000.0,1,13.527072
-100000.0,1,13.529719
-100000.0,1,13.5319
-100000.0,1,13.536855
-100000.0,1,13.541298
-100000.0,1,13.544484
-100000.0,1,13.547235
-100000.0,1,13.553636
-100000.0,1,13.557118
-100000.0,1,13.561525
-100000.0,1,13.564533
-100000.0,1,13.570984
-100000.0,1,13.574095
-100000.0,1,13.576865
-100000.0,1,13.578724
-100000.0,1,13.586099
-100000.0,1,13.590414
-100000.0,1,13.595131
-100000.0,1,13.597521
-100000.0,1,13.602482
-100000.0,1,13.606693
-100000.0,1,13.614899
-100000.0,1,13.616585
-100000.0,1,13.623207
-100000.0,1,13.627375
-100000.0,1,13.630708
-100000.0,1,13.632795
-100000.0,1,13.63644
-100000.0,1,13.641849
-100000.0,1,13.648592
-100000.0,1,13.650782
-100000.0,1,13.658753
-100000.0,1,13.664593
-100000.0,1,13.670767
-100000.0,1,13.673872
-100000.0,1,13.679053
-100000.0,1,13.686599
-100000.0,1,13.688636
-100000.0,1,13.693716
-501957.464497,2,13.701613
-100000.0,1,13.706681
-100000.0,1,13.713054
-100000.0,1,13.717116
-100000.0,1,13.723725
-100000.0,1,13.726914
-100000.0,1,13.7291
-100000.0,1,13.731894
-100000.0,1,13.738047
-100000.0,1,13.740702
-234668.584562,2,13.745974
-100000.0,1,13.74936
-100000.0,1,13.75562
-100000.0,1,13.757147
-100000.0,1,13.759789
-100000.0,1,13.765197
-100000.0,1,13.768934
-100000.0,1,13.770484
-100000.0,1,13.775456
-100000.0,1,13.778738
-1394039.295136,2,13.783922
-100000.0,1,13.787089
-100000.0,1,13.790031
-100000.0,1,13.793265
-100000.0,1,13.798796
-100000.0,1,13.802006
-100000.0,1,13.808951
-100000.0,1,13.812171
-100000.0,1,13.819696
-100000.0,1,13.82276
-100000.0,1,13.825912
-100000.0,1,13.829922
-100000.0,1,13.835152
-100000.0,1,13.841119
-100000.0,1,13.845599
-100000.0,1,13.84866
-100000.0,1,13.854391
-100000.0,1,13.857455
-100000.0,1,13.864241
-100000.0,1,13.868679
-100000.0,1,13.875196
-100000.0,1,13.881198
-100000.0,1,13.886423
-100000.0,1,13.890667
-100000.0,1,13.895556
-100000.0,1,13.902299
-100000.0,1,13.905715
-100000.0,1,13.909115
-100000.0,1,13.915167
-100000.0,1,13.917774
-100000.0,1,13.925218
-100000.0,1,13.928237
-100000.0,1,13.935047
-100000.0,1,13.938514
-100000.0,1,13.942886
-100000.0,1,13.947206
-311762.903139,2,13.953179
-100000.0,1,13.9583
-100000.0,1,13.960054
-100000.0,1,13.963192
-100000.0,1,13.967307
-100000.0,1,13.974404
-100000.0,1,13.976265
-100000.0,1,13.979358
-100000.0,1,13.983813
-100000.0,1,13.987606
-100000.0,1,13.992891
-100000.0,1,13.998054
-100000.0,1,14.002216
-100000.0,1,14.00648
-100000.0,1,14.008091
-100000.0,1,14.011146
-100000.0,1,14.015551
-100000.0,1,14.018474
-100000.0,1,14.02151
-100000.0,1,14.029091
-100000.0,1,14.034272
-100000.0,1,14.038723
-100000.0,1,14.040567
-100000.0,1,14.044276
-100000.0,1,14.048609
-100000.0,1,14.052629
-100000.0,1,14.055989
-100000.0,1,14.058728
-100000.0,1,14.0642
-100000.0,1,14.069429
-100000.0,1,14.073006
-100000.0,1,14.07655
-100000.0,1,14.080678
-100000.0,1,14.084534
-100000.0,1,14.086665
-100000.0,1,14.0888
-100000.0,1,14.094257
-100000.0,1,14.100456
-100000.0,1,14.103131
-100000.0,1,14.107401
-100000.0,1,14.114515
-100000.0,1,14.120197
-100000.0,1,14.123281
-100000.0,1,14.125309
-100000.0,1,14.132731
-100000.0,1,14.136837
-100000.0,1,14.13868
-100000.0,1,14.141411
-100000.0,1,14.145835
-100000.0,1,14.150464
-100000.0,1,14.152183
-100000.0,1,14.158228
-100000.0,1,14.164599
-100000.0,1,14.170413
-100000.0,1,14.173318
-100000.0,1,14.175326
-100000.0,1,14.181566
-100000.0,1,14.185003
-100000.0,1,14.187802
-100000.0,1,14.193195
-100000.0,1,14.201783
-100000.0,1,14.20866
-100000.0,1,14.21092
-100000.0,1,14.218065
-100000.0,1,14.223888
-100000.0,1,14.233274
-100000.0,1,14.240587
-100000.0,1,14.243411
-100000.0,1,14.247986
-100000.0,1,14.253668
-100000.0,1,14.25889
-100000.0,1,14.26312
-100000.0,1,14.268901
-100000.0,1,14.274629
-100000.0,1,14.282116
-100000.0,1,14.286214
-100000.0,1,14.291221
-100000.0,1,14.298298
-100000.0,1,14.300664
-100000.0,1,14.304227
-100000.0,1,14.310323
-100000.0,1,14.315238
-100000.0,1,14.320197
-100000.0,1,14.326946
-100000.0,1,14.334376
-100000.0,1,14.342906
-100000.0,1,14.344744
-100000.0,1,14.346436
-100000.0,1,14.350959
-100000.0,1,14.354969
-100000.0,1,14.358135
-100000.0,1,14.363695
-100000.0,1,14.367543
-100000.0,1,14.375314
-2163578.181595,2,14.377345
-100000.0,1,14.381785
-100000.0,1,14.386916
-100000.0,1,14.390203
-100000.0,1,14.394527
-100000.0,1,14.397386
-100000.0,1,14.405038
-100000.0,1,14.408133
-100000.0,1,14.411426
-100000.0,1,14.417182
-100000.0,1,14.422541
-100000.0,1,14.425378
-100000.0,1,14.42984
-100000.0,1,14.432578
-100000.0,1,14.439076
-100000.0,1,14.441105
0.0,1,14.441418
-100000.0,1,14.443828
-100000.0,1,14.452297
-100000.0,1,14.456237
-100000.0,1,14.458838
-100000.0,1,14.461179
-100000.0,1,14.467533
-100000.0,1,14.472431
-100000.0,1,14.476601
-100000.0,1,14.479154
-100000.0,1,14.487318
-100000.0,1,14.49033
-100000.0,1,14.493496
-100000.0,1,14.499392
-100000.0,1,14.506023
-100000.0,1,14.510051
-100000.0,1,14.512942
-100000.0,1,14.515185
-100000.0,1,14.520276
-100000.0,1,14.522845
-100000.0,1,14.530699
-100000.0,1,14.533372
-100000.0,1,14.541056
-100000.0,1,14.543963
-100000.0,1,14.545676
-100000.0,1,14.549535
-100000.0,1,14.556266
-100000.0,1,14.562049
-100000.0,1,14.56602
-100000.0,1,14.569582
-100000.0,1,14.576537
-100000.0,1,14.578379
-100000.0,1,14.581453
-100000.0,1,14.584306
-100000.0,1,14.590376
-100000.0,1,14.593843
-100000.0,1,14.5963
-100000.0,1,14.600267
-100000.0,1,14.607304
-100000.0,1,14.60986
-100000.0,1,14.614419
-100000.0,1,14.616242
-100000.0,1,14.621817
-100000.0,1,14.625028
-100000.0,1,14.631721
-100000.0,1,14.634794
-100000.0,1,14.643701
-100000.0,1,14.647375
-4645662.458052,2,14.649841
-100000.0,1,14.653505
-100000.0,1,14.660156
-100000.0,1,14.662202
-100000.0,1,14.664737
-100000.0,1,14.672168
-100000.0,1,14.678797
-100000.0,1,14.680802
-100000.0,1,14.685406
-100000.0,1,14.69352
-100000.0,1,14.700158
-100000.0,1,14.703532
-100000.0,1,14.705217
-100000.0,1,14.71043
-100000.0,1,14.715601
-100000.0,1,14.719779
-100000.0,1,14.72523
-100000.0,1,14.730755
-100000.0,1,14.736355
-100000.0,1,14.739242
-100000.0,1,14.743783
-100000.0,1,14.749403
-100000.0,1,14.753881
-100000.0,1,14.755885
-100000.0,1,14.760273
-100000.0,1,14.766624
-100000.0,1,14.771515
-100000.0,1,14.77495
-100000.0,1,14.777217
-100000.0,1,14.782245
-100000.0,1,14.78754
-100000.0,1,14.789583
-100000.0,1,14.792386
-100000.0,1,14.795774
-100000.0,1,14.800853
-100000.0,1,14.80564
-100000.0,1,14.809193
-100000.0,1,14.812937
-100000.0,1,14.818731
-100000.0,1,14.821357
-100000.0,1,14.824317
-100000.0,1,14.829493
-100000.0,1,14.833499
-100000.0,1,14.835097
-100000.0,1,14.841319
-100000.0,1,14.848931
-100000.0,1,14.855715
-100000.0,1,14.859143
-100000.0,1,14.864092
-100000.0,1,14.869471
-100000.0,1,14.875479
-100000.0,1,14.878261
-100000.0,1,14.880228
-100000.0,1,14.884901
-100000.0,1,14.89039
-100000.0,1,14.892419
-100000.0,1,14.895472
-100000.0,1,14.899633
-100000.0,1,14.904511
-100000.0,1,14.908176
-100000.0,1,14.913343
-100000.0,1,14.919303
-100000.0,1,14.925527
-100000.0,1,14.929823
-100000.0,1,14.934301
-100000.0,1,14.937544
-100000.0,1,14.942134
-100000.0,1,14.95057
-100000.0,1,14.954821
-100000.0,1,14.958595
-100000.0,1,14.964679
-100000.0,1,14.969068
-100000.0,1,14.970939
-100000.0,1,14.976322
-100000.0,1,14.980467
-100000.0,1,14.984112
-100000.0,1,14.990072
-100000.0,1,14.995163
-100000.0,1,15.002741
-100000.0,1,15.005903
-100000.0,1,15.009203
-100000.0,1,15.016352
-100000.0,1,15.021517
-100000.0,1,15.027679
-100000.0,1,15.030285
-100000.0,1,15.035973
-100000.0,1,15.039744
-100000.0,1,15.042605
-100000.0,1,15.049411
-100000.0,1,15.054297
-100000.0,1,15.058481
-100000.0,1,15.065122
-100000.0,1,15.067708
-100000.0,1,15.071248
-100000.0,1,15.076946
-100000.0,1,15.081528
-100000.0,1,15.084832
-100000.0,1,15.089501
-100000.0,1,15.093301
-100000.0,1,15.098441
-100000.0,1,15.102199
-100000.0,1,15.10556
-100000.0,1,15.111158
-100000.0,1,15.115636
-100000.0,1,15.117385
-100000.0,1,15.121567
-100000.0,1,15.126069
-100000.0,1,15.132074
-100000.0,1,15.133911
-100000.0,1,15.140832
-100000.0,1,15.145382
-100000.0,1,15.149974
-100000.0,1,15.155619
-100000.0,1,15.159799
-100000.0,1,15.163963
-100000.0,1,15.167493
-100000.0,1,15.172215
-100000.0,1,15.180428
-116134.95,2,15.18542
-100000.0,1,15.18866
-100000.0,1,15.193096
-100000.0,1,15.196457
-100000.0,1,15.201965
-352503.916654,4,15.206825
-100000.0,1,15.211411
-100000.0,1,15.216398
-100000.0,1,15.22085
-100000.0,1,15.223895
-305068.001509,2,15.228789
-100000.0,1,15.23197
-243017.944125,2,15.237442
-100000.0,1,15.2429
-100000.0,1,15.247976
-100000.0,1,15.250091
-1236718.728735,2,15.260487
-444984.623214,2,15.26533
-100000.0,1,15.267444
-2255780.346947,4,15.273212
-100000.0,1,15.279119
-100000.0,1,15.282678
-100000.0,1,15.285483
