algo,variant,group,seed,mean_reward
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 19",2029.5505071880168
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 2",2029.5505071880168
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 20",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 21",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 22",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 23",2029.5505071880168
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 24",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 25",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 3",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 4",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 5",2029.5505071880168
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 6",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 7",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 8",2029.5505071880168
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 9",1969.567500221693
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 1",1447.441365576625
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 10",1451.0028992146563
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 11",1451.1746716002058
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 12",1445.3746490014044
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 13",1439.4580881633503
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 14",1451.0149687201697
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 15",1445.8566128482114
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 16",1450.9798033781328
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 17",1439.4804399269044
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 18",1451.1746716002058
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 19",1451.0149687201697
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 2",1451.1746716002058
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 20",1439.140276204541
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 21",1451.1746716002058
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 22",1441.657333074415
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 23",1447.358978299732
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 24",1451.0149687201697
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 25",1448.4654042680752
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 3",1442.3184446192531
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 4",1447.5593533709764
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 5",1448.4456619547316
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 6",1451.1811181695043
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 7",1441.9096076805254
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 8",1450.4641439502861
MAA2C,DefaultReward,MAA2C-DefaultReward,"MAA2C-DefaultReward (0.5,0.7,0.5,0.6) - 9",1447.53145915837
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 1",-39.205164067958556
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 10",-38.93370953004441
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 11",-38.42706693735784
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 12",-39.93053747664245
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 13",-39.447891333943396
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 14",-38.20447385658788
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 15",-38.140746585630815
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 16",-38.79919826776301
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 17",-39.19124165264697
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 18",-42.45814946697399
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 19",-39.262529979972136
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 2",-38.19049181242208
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 20",-38.96998453355293
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 21",-39.04145706852806
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 22",-38.90503795689337
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 23",-38.18274658446415
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 24",-38.814353320564
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 25",-38.65234641999038
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 3",-37.115934223025704
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 4",-37.258116037258034
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 5",-37.17955213334671
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 6",-37.25293421922015
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 7",-38.51676453063167
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 8",-38.45483449625978
MAA2C,RewardHard,MAA2C-RewardHard,"MAA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 9",-38.519764530548336
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 1",7.169778023796233
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 10",7.169664194237482
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 11",7.170100522034627
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 12",7.166627347169966
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 13",7.154240946741461
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 14",7.147387061661435
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 15",7.15199765694874
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 16",7.161073937821529
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 17",7.167338330428196
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 18",7.161321698832084
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 19",7.164796405856471
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 2",7.166103068674858
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 20",7.151238773300256
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 21",7.16111348485405
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 22",7.150293006577592
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 23",7.143874751489303
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 24",7.1757139585329535
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 25",7.187471504801526
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 3",7.1585819306966645
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 4",7.146288548862065
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 5",7.157324809009205
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 6",7.179649186054238
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 7",7.166127420483637
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 8",7.17293998626934
MAA2C,RewardLowerQuantile,MAA2C-RewardLowerQuantile,"MAA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 9",7.160981629459714
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 1",2113.1785422051003
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 10",2143.7078875518514
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 11",2116.911032981666
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 12",2122.6398777959407
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 13",2131.030219310579
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 14",2104.502116712981
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 15",2116.881551186617
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 16",2116.9913667220135
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 17",2133.8265620629018
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 18",2115.027569099219
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 19",2141.9170835798136
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 2",2145.2263211211816
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 20",2119.8792356991885
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 21",2092.43556206365
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 22",2102.8614609101387
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 23",2136.221136090427
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 24",2125.702194294021
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 25",2116.323829584872
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 3",2104.072635991027
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 4",2083.6437339556405
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 5",2137.9842790210546
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 6",2104.5202220092815
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 7",2113.2363430606915
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 8",2138.971280301038
MAA2C,RewardMaxMedian,MAA2C-RewardMaxMedian,"MAA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 9",2113.048162599689
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 1",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 10",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 11",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 12",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 13",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 14",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 15",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 16",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 17",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 18",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 19",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 2",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 20",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 21",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 22",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 23",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 24",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 25",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 3",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 4",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 5",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 6",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 7",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 8",1527.6093843023314
MAPPO,DefaultReward,MAPPO-DefaultReward,"MAPPO-DefaultReward (0.5,0.7,0.5,0.6) - 9",1527.6093843023314
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 1",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 10",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 11",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 12",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 13",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 14",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 15",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 16",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 17",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 18",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 19",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 2",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 20",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 21",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 22",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 23",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 24",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 25",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 3",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 4",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 5",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 6",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 7",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 8",-24.079517920424763
MAPPO,RewardHard,MAPPO-RewardHard,"MAPPO-RewardHard (0.5,0.7,0.5,0.6) - 9",-24.079517920424763
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 1",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 10",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 11",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 12",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 13",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 14",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 15",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 16",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 17",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 18",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 19",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 2",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 20",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 21",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 22",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 23",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 24",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 25",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 3",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 4",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 5",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 6",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 7",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 8",7.363988447583175
MAPPO,RewardLowerQuantile,MAPPO-RewardLowerQuantile,"MAPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 9",7.363988447583175
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 1",2230.403124872519
